Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-04 04:00:00-05:00,108.88,109.97,107.3,108.51,0,0.0,0.0
2023-01-04 05:00:00-05:00,108.53,110.49,108.29,110.2,0,0.0,0.0
2023-01-04 06:00:00-05:00,110.21,110.38,109.3,109.81,0,0.0,0.0
2023-01-04 07:00:00-05:00,109.84,110.18,108.73,108.95,0,0.0,0.0
2023-01-04 08:00:00-05:00,108.96,110.59,107.3315,109.61,0,0.0,0.0
2023-01-04 09:00:00-05:00,109.61,109.79,107.71,107.71,0,0.0,0.0
2023-01-04 09:30:00-05:00,109.11000061035156,112.73999786376953,107.5199966430664,110.72000122070312,60188305,0.0,0.0
2023-01-04 10:30:00-05:00,110.69270324707031,112.44000244140625,109.93009948730469,112.30010223388672,26007372,0.0,0.0
2023-01-04 11:30:00-05:00,112.31500244140625,114.58999633789062,112.25,112.74759674072266,25648558,0.0,0.0
2023-01-04 12:30:00-05:00,112.75,112.94000244140625,111.43000030517578,112.76000213623047,14665172,0.0,0.0
2023-01-04 13:30:00-05:00,112.76499938964844,114.30000305175781,111.83999633789062,112.0250015258789,23124365,0.0,0.0
2023-01-04 14:30:00-05:00,112.02359771728516,113.94000244140625,111.9000015258789,113.01000213623047,16542492,0.0,0.0
2023-01-04 15:30:00-05:00,113.01000213623047,113.72000122070312,112.25,113.63999938964844,10187582,0.0,0.0
2023-01-04 16:00:00-05:00,113.56,113.72,112.9,112.9315,0,0.0,0.0
2023-01-04 17:00:00-05:00,112.93,113.48,112.93,113.3,0,0.0,0.0
2023-01-04 18:00:00-05:00,113.28,113.72,113.18,113.55,0,0.0,0.0
