Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-06 04:00:00-05:00,86.7,87.1,86.64,86.76,0,0.0,0.0
2023-01-06 05:00:00-05:00,86.67,86.95,86.6,86.92,0,0.0,0.0
2023-01-06 06:00:00-05:00,86.88,86.93,86.67,86.8,0,0.0,0.0
2023-01-06 07:00:00-05:00,86.8,86.82,86.61,86.72,0,0.0,0.0
2023-01-06 08:00:00-05:00,86.7,87.33,86.2615,86.35,0,0.0,0.0
2023-01-06 09:00:00-05:00,86.35,88.48,86.35,87.55,0,0.0,0.0
2023-01-06 09:30:00-05:00,87.36000061035156,87.55999755859375,85.56999969482422,86.45999908447266,5636163,0.0,0.0
2023-01-06 10:30:00-05:00,86.47000122070312,87.55000305175781,86.38999938964844,86.97000122070312,3440812,0.0,0.0
2023-01-06 11:30:00-05:00,86.97000122070312,87.30000305175781,86.7300033569336,86.84210205078125,2583487,0.0,0.0
2023-01-06 12:30:00-05:00,86.8499984741211,87.04650115966797,86.36000061035156,87.01000213623047,1912938,0.0,0.0
2023-01-06 13:30:00-05:00,87.0154037475586,87.72000122070312,86.97000122070312,87.44000244140625,2400868,0.0,0.0
2023-01-06 14:30:00-05:00,87.44999694824219,88.18000030517578,87.41000366210938,88.09500122070312,2832220,0.0,0.0
2023-01-06 15:30:00-05:00,88.0999984741211,88.47000122070312,87.9800033569336,88.13999938964844,3545591,0.0,0.0
2023-01-06 16:00:00-05:00,88.16,88.28,87.92,88.05,0,0.0,0.0
2023-01-06 17:00:00-05:00,88.0319,88.1,87.96,88.065,0,0.0,0.0
2023-01-06 18:00:00-05:00,88.053,88.08,88.01,88.05,0,0.0,0.0
