Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-09 04:00:00-05:00,225.16,228.0,225.12,226.05,0,0.0,0.0
2023-01-09 05:00:00-05:00,226.18,226.36,225.8,226.15,0,0.0,0.0
2023-01-09 06:00:00-05:00,226.15,226.3,225.7,225.7,0,0.0,0.0
2023-01-09 07:00:00-05:00,225.8,226.02,225.66,225.99,0,0.0,0.0
2023-01-09 08:00:00-05:00,225.97,226.8,225.47,226.45,0,0.0,0.0
2023-01-09 09:00:00-05:00,226.32,226.75,225.62,225.7385,0,0.0,0.0
2023-01-09 09:30:00-05:00,226.4499969482422,229.33140563964844,226.41000366210938,228.9250030517578,6080074,0.0,0.0
2023-01-09 10:30:00-05:00,228.9499969482422,231.23660278320312,228.89559936523438,230.52999877929688,4030000,0.0,0.0
2023-01-09 11:30:00-05:00,230.52999877929688,230.9199981689453,230.02000427246094,230.8249969482422,2813162,0.0,0.0
2023-01-09 12:30:00-05:00,230.82679748535156,230.94000244140625,230.14999389648438,230.5666961669922,2019348,0.0,0.0
2023-01-09 13:30:00-05:00,230.55999755859375,230.57000732421875,228.72000122070312,229.60000610351562,2534227,0.0,0.0
2023-01-09 14:30:00-05:00,229.61000061035156,229.7740936279297,227.44000244140625,227.47999572753906,2585104,0.0,0.0
2023-01-09 15:30:00-05:00,227.5,227.75999450683594,226.77000427246094,227.14999389648438,2755710,0.0,0.0
2023-01-09 16:00:00-05:00,227.16,227.44,213.8215,227.19,0,0.0,0.0
2023-01-09 17:00:00-05:00,227.2,227.2,226.9,227.05,0,0.0,0.0
2023-01-09 18:00:00-05:00,227.04,228.9801,226.6,227.0,0,0.0,0.0
