Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-04 04:00:00-05:00,236.98,241.0,235.28,235.32,0,0.0,0.0
2023-01-04 05:00:00-05:00,235.58,235.89,234.6,234.86,0,0.0,0.0
2023-01-04 06:00:00-05:00,234.83,235.0,234.01,234.56,0,0.0,0.0
2023-01-04 07:00:00-05:00,234.56,235.4,234.07,234.31,0,0.0,0.0
2023-01-04 08:00:00-05:00,234.32,241.33,232.69,233.85,0,0.0,0.0
2023-01-04 09:00:00-05:00,233.87,234.0,231.87,232.72,0,0.0,0.0
2023-01-04 09:30:00-05:00,232.27499389648438,232.8699951171875,226.0,227.14999389648438,15336204,0.0,0.0
2023-01-04 10:30:00-05:00,227.13999938964844,228.58140563964844,226.26499938964844,228.13229370117188,6929391,0.0,0.0
2023-01-04 11:30:00-05:00,228.1699981689453,229.79989624023438,228.1699981689453,229.01499938964844,5432733,0.0,0.0
2023-01-04 12:30:00-05:00,229.01499938964844,229.64999389648438,227.41200256347656,228.85499572753906,3406067,0.0,0.0
2023-01-04 13:30:00-05:00,228.85499572753906,229.42999267578125,226.0500030517578,226.16000366210938,4324649,0.0,0.0
2023-01-04 14:30:00-05:00,226.16000366210938,228.83999633789062,225.9600067138672,227.6699981689453,4533655,0.0,0.0
2023-01-04 15:30:00-05:00,227.64999389648438,229.35000610351562,226.5399932861328,229.07969665527344,5089090,0.0,0.0
2023-01-04 16:00:00-05:00,229.1,229.4262,228.74,229.15,0,0.0,0.0
2023-01-04 17:00:00-05:00,229.1,243.748,229.01,229.11,0,0.0,0.0
2023-01-04 18:00:00-05:00,229.04,229.11,228.5,228.54,0,0.0,0.0
