Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-06 04:00:00-05:00,125.24,125.52,124.64,124.89,0,0.0,0.0
2023-01-06 05:00:00-05:00,124.87,125.2,124.7,125.11,0,0.0,0.0
2023-01-06 06:00:00-05:00,125.11,125.27,124.82,125.1,0,0.0,0.0
2023-01-06 07:00:00-05:00,125.1,125.12,124.76,124.93,0,0.0,0.0
2023-01-06 08:00:00-05:00,124.94,125.89,124.4,124.635,0,0.0,0.0
2023-01-06 09:00:00-05:00,124.61,127.065,124.59,126.01,0,0.0,0.0
2023-01-06 09:30:00-05:00,126.01000213623047,127.3499984741211,124.88999938964844,126.375,21496694,0.0,0.0
2023-01-06 10:30:00-05:00,126.375,128.0399932861328,126.34010314941406,127.24500274658203,10581541,0.0,0.0
2023-01-06 11:30:00-05:00,127.25,128.47999572753906,127.01000213623047,128.32989501953125,8905736,0.0,0.0
2023-01-06 12:30:00-05:00,128.3217010498047,128.39999389648438,127.77999877929688,128.25,6641033,0.0,0.0
2023-01-06 13:30:00-05:00,128.24000549316406,129.5500030517578,128.24000549316406,129.3350067138672,8218980,0.0,0.0
2023-01-06 14:30:00-05:00,129.33999633789062,130.2899932861328,129.30499267578125,129.80999755859375,10559575,0.0,0.0
2023-01-06 15:30:00-05:00,129.81500244140625,130.0500030517578,129.33999633789062,129.52000427246094,9922349,0.0,0.0
2023-01-06 16:00:00-05:00,129.52,129.66,128.20796,129.36,0,0.0,0.0
2023-01-06 17:00:00-05:00,129.62,129.62,122.53781,129.32,0,0.0,0.0
2023-01-06 18:00:00-05:00,129.32,129.38,129.28,129.35,0,0.0,0.0
