Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 04:00:00-05:00,130.28,131.46,130.06,130.92,0,0.0,0.0
2023-01-03 05:00:00-05:00,130.95,131.42,130.76,130.8,0,0.0,0.0
2023-01-03 06:00:00-05:00,130.8,131.08,130.68,130.88,0,0.0,0.0
2023-01-03 07:00:00-05:00,130.85,131.27,130.03,130.52,0,0.0,0.0
2023-01-03 08:00:00-05:00,130.49,131.5485,129.1,130.495,0,0.0,0.0
2023-01-03 09:00:00-05:00,130.5,131.22,129.93,131.21,0,0.0,0.0
2023-01-03 09:30:00-05:00,129.77000427246094,130.89999389648438,125.2300033569336,125.45999908447266,27775505,0.0,0.0
2023-01-03 10:30:00-05:00,125.45999908447266,125.87000274658203,124.7300033569336,125.34500122070312,18104999,0.0,0.0
2023-01-03 11:30:00-05:00,125.3501968383789,125.37000274658203,124.3490982055664,124.66000366210938,11248777,0.0,0.0
2023-01-03 12:30:00-05:00,124.66000366210938,124.94000244140625,124.19000244140625,124.64990234375,8860080,0.0,0.0
2023-01-03 13:30:00-05:00,124.6698989868164,125.0,124.19000244140625,124.56999969482422,8388062,0.0,0.0
2023-01-03 14:30:00-05:00,124.5780029296875,125.33000183105469,124.16999816894531,124.62000274658203,11718707,0.0,0.0
2023-01-03 15:30:00-05:00,124.62999725341797,125.41999816894531,124.625,125.05000305175781,10631332,0.0,0.0
2023-01-03 16:00:00-05:00,125.03,150.57088,124.84,125.06,0,0.0,0.0
2023-01-03 17:00:00-05:00,125.05,163.3264,124.84,124.9,0,0.0,0.0
2023-01-03 18:00:00-05:00,124.9,124.98,124.81,124.96,0,0.0,0.0
