Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-13 04:00:00-05:00,133.15,133.76,133.07,133.1,0,0.0,0.0
2023-01-13 05:00:00-05:00,133.06,133.41,133.04,133.27,0,0.0,0.0
2023-01-13 06:00:00-05:00,133.27,133.28,132.93,132.95,0,0.0,0.0
2023-01-13 07:00:00-05:00,132.94,132.95,132.35,132.39,0,0.0,0.0
2023-01-13 08:00:00-05:00,132.41,133.54,132.05,132.2,0,0.0,0.0
2023-01-13 09:00:00-05:00,132.2285,134.005,131.82,132.0,0,0.0,0.0
2023-01-13 09:30:00-05:00,132.02999877929688,133.5500030517578,131.66000366210938,133.50999450683594,14794088,0.0,0.0
2023-01-13 10:30:00-05:00,133.50999450683594,133.97000122070312,132.97000122070312,133.02999877929688,8734602,0.0,0.0
2023-01-13 11:30:00-05:00,133.0399932861328,133.60000610351562,132.7550048828125,133.51010131835938,4899301,0.0,0.0
2023-01-13 12:30:00-05:00,133.52000427246094,133.7100067138672,133.16000366210938,133.64500427246094,4397703,0.0,0.0
2023-01-13 13:30:00-05:00,133.66000366210938,134.3800048828125,133.6300048828125,134.24569702148438,6066325,0.0,0.0
2023-01-13 14:30:00-05:00,134.25,134.61000061035156,134.0399932861328,134.60049438476562,5635520,0.0,0.0
2023-01-13 15:30:00-05:00,134.60499572753906,134.9199981689453,134.4600067138672,134.6999969482422,6662632,0.0,0.0
2023-01-13 16:00:00-05:00,134.7,140.94,132.0,134.55,0,0.0,0.0
2023-01-13 17:00:00-05:00,134.51,136.2731,133.68323,134.59,0,0.0,0.0
2023-01-13 18:00:00-05:00,134.58,134.61,134.4701,134.56,0,0.0,0.0
